Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN,Rating Count,Rating,Price,Price Source
坐着时光机来的老师,타임머신을 타고 온 선생님,CHINA,Chinese(简体),袁由純,원유순,骆珊珊,N,Zhejiang Juvenile and Children’s Publishing House ,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787534273971,0.0,0.0,-1.0,N/A
小不点儿们的拯救行动,꺼벙이 억수,CHINA,Chinese(简体),尹秀正,윤수천,娄小琴,N,Zhejiang Juvenile and Children’s Publishing House ,2013,KDC구분 > literature > Korean Literature > Children and Adolescents,9787534273933,0.0,0.0,-1.0,N/A
早起的鸟儿有虫吃,엄마 5분만,CHINA,Chinese(简体),卢京实,노경실,马瑞,N,Zhejiang Juvenile and Children’s Publishing House ,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,"9787534273957, 7534273951",-1.0,-1.0,-1.0,N/A
PRINCESSE BARI,바리데기,FRANCE,French(Français),Hwang Sok-yong,황석영,"Choi Mikyung,Jean-Noël Juttet",Y,Philippe Picquier,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782809709322,1708.0,3.72,11.99,Kindle
TENHO O DIREITO DE ME DESTRUIR,나는 나를 파괴할 권리가 있다,nan,Portuguese(Português),Kim Young-Ha,김영하,Maria do Carmo Figueira,Y,Teorema,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789724746722,5209.0,3.22,0.0,Kindle Unlimited
Setkání,만남,CZECH REPUBLIC,Czech(Český Jazyk),Han Musuk,한무숙,Miriam Löwensteinová,Y,ARGO,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,9788025709511,4.0,4.75,-1.0,N/A
请到玉米地来,수수밭으로 오세요,CHINA,Chinese(简体),孔善玉,공선옥,郑慧,Y,吉林出版集团有限责任公司,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787553419244,0.0,0.0,-1.0,N/A
Kamelien,동백꽃,GERMANY,German(Deutsch),Kim Yujong,김유정,Yunhui Baek,Y,델타출판사,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9783927648500,-1.0,-1.0,-1.0,N/A
世界的尽头，我的女友,세계의 끝 여자친구,CHINA,Chinese(简体),金衍洙,김연수,李娟,Y,吉林出版集团有限责任公司,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9787553419251,0.0,0.0,-1.0,N/A
柏林狂想曲,랩소디 인 베를린,CHINA,Chinese(简体),具孝书,구효서,"薛舟,徐麗紅",Y,译林,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787544741019,-1.0,-1.0,-1.0,N/A
Ein Frühlingstag im Paradies,태평천하,GERMANY,German(Deutsch),Chae Manshik,채만식,Yunhui Baek,Y,델타출판사,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9783927648470,-1.0,-1.0,-1.0,N/A
Je suis un écrivain fantôme,나는 유령작가입니다,FRANCE,French(Français),KIM Yeonsu,김연수,"Son Mihae,Jean-Pierre Zubiate",N,이마고 출판사,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782849525470,2.0,3.0,-1.0,N/A
Geheimnisse und Lügen,비밀과 거짓말,GERMANY,German(Deutsch),Eun Heekyung,은희경,"Edeltrud Kim,Kim Sun-Hi",N,Ostasien,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783940527691,-1.0,-1.0,-1.0,N/A
The Great Retreat and Other Plays,오코치의 화려한 가출,UNITED STATES,English(English),Lee Gun-sam,이근삼,Sidney Soo-young Lee,N,Homa Sekey,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9781931907934,0.0,0.0,-1.0,N/A
مختارات من الأدب الكوري,Collection of Korean Stories,nan,Arabic(اللغة العربية),"تشوي سوها,لي ايك سانج","최서해,이익상",أمان الله أيمن فايد,Y,Dar Khan,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789775185419,-1.0,-1.0,-1.0,N/A
The Crane in the Clouds: Shijo,"구름 속의 학: 시조, 한국의 고전 자국어 시가				",UNITED STATES,English(English),"Ch`oe Ch`ung,Wu Tak,Yi Chonyon","최충,우탁,이조년,",Sung-Il Lee,Y,Homa   Sekey Books,2013,KDC구분 > literature > Korean Literature > Korean Poetry > Sijo,9781931907927,5.0,4.4,-1.0,N/A
"Điều Gì Xảy Ra, Ai Biết…",무슨 일이 일어났는지는 아무도,VIET NAM,Vietnamese(Tiếng Việt),KIM YOUNG HA,김영하,Hiên Nguyễn,Y,Nhà Xuất Bản Trẻ,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9786041027480,52.0,3.5,-1.0,N/A
玩偶之城,장난감 도시,CHINA,Chinese(简体),李东河,이동하,許蓮花,Y,浙江大學出版社,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9787308117715,0.0,0.0,-1.0,N/A
Říše světla,빛의 제국,CZECH REPUBLIC,Czech(Český Jazyk),Kim Jongha,김영하,Tomáš Horák,Y,ARGO,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788025710166,1779.0,3.59,2.99,Kindle
На краю жизни,고령화 가족,RUSSIAN FEDERATION,Russian(Русский),Чхон Мёнкван,천명관,"Сын Чжуён,Александра Гчделева",Y,Москва,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9785806203572,112.0,3.57,-1.0,N/A
Understanding Korean American Literature,한국계 미국문학의 이해,CANADA,English(English),Sun Mo Yoo,류선모,Sun Mo Yoo,N,Stories That Bind,2013,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,9780981227979,1.0,5.0,-1.0,N/A
The Clowns,이,SOUTH KOREA,English(English),Kim Tae-woong,김태웅,Will Kern,N,Hollym,2013,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Play script,9781565913714,1.0,5.0,-1.0,N/A
La douce main du temps,시간의 부드러운 손,FRANCE,French(Français),Kim Kwang-Kyu,김광규,"Cathy Rapin,Im Hye-gyông",N,L&apos;Amandier,2013,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9782355162220,0.0,0.0,-1.0,N/A
A VEGETARIANA,채식주의자,BRAZIL,Portuguese(Português),Han Kang,한강,Yun Jung Iim,Y,DEVIR LIVRARIA,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788575325728,268254.0,3.63,8.99,Kindle
DIE LETZTE GISAENG,신기생뎐,nan,German(Deutsch),LEE HYUN SU,이현수,"JUNG Youngsun,Herbert Jaumann",Y,Iudicium,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9783862052967,0.0,0.0,-1.0,N/A
玄鹿,검은 사슴,CHINA,Chinese(简体),韩江,한강,金莲顺,Y,吉林出版集团有限责任公司,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > SF >  Fantasy,9787553419268,30.0,4.3,-1.0,N/A
設計者,설계자들,nan,Japanese(日本語),キム・オンス,김언수,オ・スンヨン,Y,nan,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784904855164,1.0,4.0,-1.0,N/A
占领果园,과수원을 점령하라,CHINA,Chinese(简体),黃善美,황선미,"王策宇,白昌容",Y,접력출판사,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787544829946,0.0,0.0,-1.0,N/A
Szkoła Kotów,고양이 학교 1: 수정동굴의 비밀,POLAND,Polish(Polski),Kim Jin-kyung,김진경,"Choi Sung Eun,Edyta Matejko-Paszkowska",Y,Kwiaty Orientu,2013,KDC구분 > literature > Korean Literature > Children and Adolescents,9788393257137,-1.0,-1.0,-1.0,N/A
Kim Ki-Duk Barbar oder Sündenbock?,"김기덕, 야생 혹은 속죄양",GERMANY,German(Deutsch),nan,김기덕,"Hyuk-Sook Kim,Manfred Selzer",Y,Büchner-Verlag,2013,KDC구분 > Social science,9783941310353,0.0,0.0,-1.0,N/A
Stingray,홍어,UNITED STATES,English(English),Kim Joo-young,김주영,"Inrae You Vinciguerra,Louis Vinciguerra",Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9781564789594,129.0,3.57,-1.0,N/A
One Spoon on This Earth,지상에 숟가락 하나,UNITED STATES,English(English),Hyun Ki Young,현기영,"Hyun Ki Young,Jennifer M. Lee",Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9781564789150,39.0,3.69,-1.0,N/A
When Adam Opens His Eyes,아담이 눈뜰 때,UNITED STATES,English(English),Jang Jung-il,장정일,"Hwang Sun-Ae,Horace Jeffery Hodges",Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9781564789143,133.0,3.36,-1.0,N/A
My Son's Girlfriend,내 아들의 연인,UNITED STATES,English(English),Jung Mi-kyung,정미경,Yu Young-Nan,Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9781564789105,114.0,3.94,-1.0,N/A
"A Most Ambiguous Sunday, and Other Stories",더없이 어렴풋한 일요일,UNITED STATES,English(English),Jung Young Moon,정영문,"Jung Yewon,Inrae You Vinciguerra,Louis Vinciguerra",Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9781564789167,63.0,3.32,-1.0,N/A
The House with a Sunken Courtyard,마당 깊은 집,UNITED STATES,English(English),Kim Won-il,김원일,Suh Ji-Moon,Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9781564789136,39.0,3.92,-1.0,N/A
At Least We Can Apologize,사과는 잘해요,UNITED STATES,English(English),Lee Ki-ho,이기호,Christopher J. Dykas,Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9781564789198,759.0,3.56,-1.0,N/A
Lonesome You,너무도 쓸쓸한 당신,UNITED STATES,English(English),Park Wan-suh,박완서,Elizabeth Haejin Yoon,Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9781564789099,102.0,4.11,-1.0,N/A
The Soil,흙,UNITED STATES,English(English),Yi Kwang-su,이광수,"Hwang Sun-Ae,Horace Jeffery Hodges",Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9781564789112,46.0,3.83,-1.0,N/A
No One Writes Back,아무도 편지하지 않다,UNITED STATES,English(English),Jang Eun-jin,장은진,Jung Yewon,Y,DALKEY ARCHIVE,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9781564789600,5274.0,4.18,-1.0,N/A
Der Sterbehelfer,나는 나를 파괴할 권리가 있다,GERMANY,German(Deutsch),Kim Young-Ha,김영하,"Hoo Nam Seelmann-Park,Rudolf Bussmann",Y,Konkursbuch,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9783887697891,5209.0,3.22,8.71,Kindle
美しさが僕をさげすむ,아름다움이 나를 멸시한다,JAPAN,Japanese(日本語),ウン・ヒギョン,은희경,オ・ヨンア,Y,CUON,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9784904855195,0.0,0.0,-1.0,N/A
艺术哲学,예술철학,CHINA,Chinese(简体),朴异汶,박이문,郑姬善,Y,北京大学出版社,2013,KDC구분 > Philosophy,9787301228616,0.0,0.0,-1.0,N/A
زهور الأزاليا,김소월 시선,EGYPT,Arabic(اللغة العربية),كيم سو وول,김소월,لي دونج أون,Y,Kalema,2013,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,9789775322203,-1.0,-1.0,-1.0,N/A
Rat Fire,서화: 식민지 시대 프로레타리아 문학선집,UNITED STATES,English(English),"Park Young-hee,SONG YONG,Ch`oe","박영희,송영,최서해","Theodore Hughes,Samuel Perry,Jin-kyung Lee,Ross King,Kang Young-Ji,Kimberly Chung,Mee Chang",Y,Cornell East Asia Series,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9781933947679,12.0,3.83,-1.0,N/A
Военный Дневник,난중일기,RUSSIAN FEDERATION,Russian(Русский),Ли Сунсин,이순신,Олек Пироженко,Y,Восточная Литература,2013,KDC구분 > literature > Korean Literature > Speech,9785020365575,0.0,0.0,-1.0,N/A
Straight Lines and Poison Gas - At the Hospital Wards,직선과 독가스 - 병동에서,SOUTH KOREA,English(English),Lim Chul-Woo,임철우,Chris Choi,N,도서출판 아시아,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9788994006765,0.0,0.0,-1.0,N/A
Convalescence,회복하는인간,SOUTH KOREA,English(English),Han Kang,한강,Jeon Seung-hee,N,도서출판 아시아,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9788994006826,1544.0,3.85,7.99,Kindle
近代朝鮮における天主教弾圧と抵抗,고종치하 서학수난의 연구(근대조선에서의 천주교 탄압과 저항),JAPAN,Japanese(日本語),nan,유홍렬,金容権,Y,彩流社,2013,KDC구분 > History > Asia > Korea,9784779119279,0.0,0.0,-1.0,N/A
Vinger,날개,NORWAY,Norwegian(Norsk),Lee Sang,이상,Jarne Byhre,Y,SOLUM,2013,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,9788256017447,520.0,3.9,-1.0,N/A
Versos del río de viento,"Antología Poética 1968-2013, 민용태 시선",SPAIN,Spanish(Español),민용태,민용태,nan,Y,Huerga y Fierro editores,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9788494217425,1.0,5.0,-1.0,N/A
LƯỠI,혀,VIET NAM,Vietnamese(Tiếng Việt),Jo Kyung Ran,조경란,Đào Bạch Liên,Y,Nhã Nam,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,8935235201057,-1.0,-1.0,-1.0,N/A
Come l'acqua sul fiore di loto,"심청, 연꽃의 길",ITALY,Italian(Italiano),Hwang Sok-yong,황석영,Monica Capuani,N,Einaudi,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788806205348,281.0,3.52,10.99,Kindle
BUS ERRANT,무방향 버스,FRANCE,French(Français),KIM Jung-hyuk,김중혁,"Moon So-young,Lee Seung-shin,Lee Goo-hyun,Hwang Ji-young,Lee Tae-yeon,Jeong Hyun-joo,Aurélie GAUDILLAT",Y,Decrescenzo éditeurs,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9782367270067,3.0,4.0,-1.0,N/A
LA VOLEUSE DE FRAISES,딸기도둑,nan,French(Français),Eun Hee-Kyung,은희경,"LEE Myung-eun,Anne-Marie MAUVIEL,Jean Bellemin-Noël",Y,Decrescenzo éditeurs,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782367270104,3.0,3.33,-1.0,N/A
LE PLACARD,캐비닛,FRANCE,French(Français),KIM UN-SU,김언수,"CHOI Kyungran,Pierre Bisiou",Y,Ginkgo,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782846792219,5368.0,3.51,0.0,Kindle Unlimited
"私の愛, ナムジュン・パイク",나의 사랑 백남준,JAPAN,Japanese(日本語),nan,"구보타 시게코,남정",高 晟〓,N,平凡社,2013,KDC구분 > Arts,9784582206395,-1.0,-1.0,-1.0,N/A
Сто цветов,한국한시선,RUSSIAN FEDERATION,Russian(Русский),"Вон Хе,Рё Ок,Юри,Ыльтимундок,Т","원효,여옥,유리왕,","Ким Хентхэк,Станислав Ли",Y,Художественная литература,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection and Selected Works in Chinese,9785280036352,-1.0,-1.0,-1.0,N/A
The Wind and Landscape of Yenang,예낭풍물지,SOUTH KOREA,English(English),Lee Byeng-ju,이병주,Suh Ji-Moon,N,Bybooks,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,"9788992467773, 899246777X",-1.0,-1.0,-1.0,N/A
BAŞKA TOPRAKLARDA RÜZGÂR SERT ESER,이슬람 정육점,TURKIYE,Turkish(Türkçe),Honggyu Son,손홍규,GOKSEL TURKOZU,Y,MARTI,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786053482017,2.0,2.0,-1.0,N/A
我們的幸福時光,우리들의 행복한 시간,TAIWAN,Chinese(繁體),孔枝泳,공지영,邱敏瑤,N,麥田,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789861738468,2471.0,4.2,0.0,Kindle Unlimited
Io ci sarò,어디선가 나를 찾는 전화벨이 울리고,ITALY,Italian(Italiano),Kyung-Sook Shin,신경숙,Benedetta Merlini,N,Sellerio editore Palermo,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,"9788838931116, 8838931119",-1.0,-1.0,-1.0,N/A
Eerie Tales from Old Korea,조선시대야담집 (옛 한국의 야담)				,SOUTH KOREA,English(English),Im Bang,임방,Brother Anthony of Taize,N,Seoul Selection,2013,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,"9781624120022, 1624120024",-1.0,-1.0,-1.0,N/A
PRIMAVERA HELADA,어디선가 나를 찾는 전화벨이 울리고,SPAIN,Spanish(Español),Kyung-Sook Shin,신경숙,Matuca Fernández de Villavicencio,N,Grijalbo Narrativa,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788425349720,5167.0,3.98,9.99,Kindle
El maricón triste,슬픈 게이,nan,Spanish(Español),Che Ho Ki,채호기,Koo Kwang Yeul,N,aBrace,2013,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9789974673410,-1.0,-1.0,-1.0,N/A
Культурная панорама Кореи,한국문화경관,SOUTH KOREA,Russian(Русский),nan,이상훈,nan,N,Издательство Центральной академии Корееведения,2013,KDC구분 > Social science,9788971059517,-1.0,-1.0,-1.0,N/A
韩国文化景观,한국문화경관,SOUTH KOREA,Chinese(繁體),nan,이상훈,nan,N,韩国学中央研究院出版部,2013,KDC구분 > Social science,9788971059500,-1.0,-1.0,-1.0,N/A
Paisajes Culturales De Coreaa,한국문화경관,SOUTH KOREA,Spanish(Español),nan,이상훈,nan,N,Imprenta de la Academia de Estudios Coreanos,2013,KDC구분 > Social science,9788971059494,-1.0,-1.0,-1.0,N/A
Creative Hand Art,손놀이 미술놀이,UNITED KINGDOM,English(English),nan,nan,b small publishing,N,b small publishing,2013,KDC구분 > Arts,9788926206768,-1.0,-1.0,-1.0,N/A
Avengers &amp; Artists,"한국 고전 선집(vol.1 ), Korean Classic Stories: Avengers & Artists (vol 1)",SOUTH KOREA,English(English),유득공,유득공,Kevin O`Rourke,Y,Seoul Selection,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection and Selected Works in Chinese,9781624120145,6.0,2.67,-1.0,N/A
Confucians in Love,"한국 고전 선집(vol. 2), Korean Classic Stories: Confucians in Love (vol. 2)",SOUTH KOREA,English(English),Kim Si-seup,김시습,Kevin O`Rourke,Y,Seoul Selection,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection and Selected Works in Chinese,9781624120152,3.0,3.67,-1.0,N/A
War &amp; Exile,"한국 고전 선집(vol. 3), Korean Classic Stories: War & Exile (vol. 3)",SOUTH KOREA,English(English),조위한,조위한,Ally Hwang,Y,Seoul Selection,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection and Selected Works in Chinese,9781624120169,1.0,5.0,-1.0,N/A
All Walks of Life,"한국 고전 선집(vol. 4), Korean Classic Stories: All Walks of Life (vol 4)",SOUTH KOREA,English(English),nan,nan,Ally Hwang,Y,Seoul Selection,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection and Selected Works in Chinese,9781624120176,1.0,5.0,-1.0,N/A
Lives of Women,"한국 고전 선집(vol. 5), Korean Classic Stories: Lives of Women (vol. 5)",SOUTH KOREA,English(English),Yi Ok,이옥,Kim Jung-eun,Y,Seoul Selection,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection and Selected Works in Chinese,9781624120183,3.0,4.0,-1.0,N/A
Сборник стихов Сонгана (Поэзия Сосновой Реки),鄭澈 松江 詩歌 (정철 송강 시가),SOUTH KOREA,Russian(Русский),Чон Чхоль,정철,Ким Сон Мён,N,송강문화센터,2013,KDC구분 > literature > Korean Literature > Korean Poetry > Gasa > Joseon gayo,9788998489007,-1.0,-1.0,-1.0,N/A
من کیهستم؟,"Who am I? : Kang Woo-Hyun&apos;s fairy tale in ink drawings, 나는 누구지? : 강우현의 먹물 동화",IRAN,Persian(فارسی),کانگ وو هیون,강우현,Pooneh Nedai,N,انتشارات امرود,2013,KDC구분 > literature > Korean Literature > Korean Fiction,9786005327991,-1.0,-1.0,-1.0,N/A
MA VIE DANS LA SUPÉRETTE,편의점에 간다,FRANCE,French(Français),KIM Ae-ran,김애란,"KIM Hye-gyeong,장클로드 드크레센조",Y,Decrescenzo éditeurs,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9782367270081,12.0,3.92,-1.0,N/A
Hefte für ostasiatische Literatur (55. Schwarzweiß-Fotograf),동아시아 문학지,GERMANY,German(Deutsch),Han Yujoo,한유주,Jan Dirks,N,Iudicium,2013,KDC구분 > literature > Korean Literature > Reportage >  Misc.,9783862051670,-1.0,-1.0,-1.0,N/A
Mumiengrab,오태석 희곡집,GERMANY,German(Deutsch),OH Tae-Suk,오태석,"Lee Kyungboon,Kai Köhler",N,Peperkorn,2013,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9783929181890,-1.0,-1.0,-1.0,N/A
Style Kinh tụng thời trang,스타일,VIET NAM,Vietnamese(Tiếng Việt),Young ok Baek,백영옥,Tiểu Thiên,N,Nhã Nam,2013,KDC구분 > literature > Korean Literature > Korean Fiction,8935235200388,-1.0,-1.0,-1.0,N/A
徳恵翁主,덕혜옹주,nan,Japanese(日本語),権丕暎,권비영,齊藤勇夫,N,かんよう出版,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Historical >  Biographical >  Political >  Social,9784906902125,88.0,3.95,-1.0,N/A
(愛より残酷) ロシアン珈琲,노서아 가비,JAPAN,Japanese(日本語),キム・タックヮン,김탁환,中野宣子,N,かんよう出版,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784906902132,0.0,0.0,-1.0,N/A
Sång till gryningen,새벽의 노래,SWEDEN,Swedish(Svenska),Moon Junghee,문정희,Lars Granström,N,Bambulunden,2013,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9789197903141,-1.0,-1.0,-1.0,N/A
วุ่นนักรักของบัณฑิต 2,성균관 유생들의 나날,THAILAND,Thai(ภาษาไทย),블루플라워,정은궐,พิรญา พลบุรี,N,Spell,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789742897901,178.0,3.83,-1.0,N/A
จันทราโอบอาทิตย์,해를 품은 달,THAILAND,Thai(ภาษาไทย),블루플라워,정은궐,"ณัฐชยา มีจันทร์,กนกลักษณ์ มากวงค์",N,Spell,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Romance,9789742896331,318.0,4.28,-1.0,N/A
Jeg kommer med en gang,어디선가 나를 찾는 전화벨이 울리고,NORWAY,Norwegian(Norsk),Shin Kyung Sook,신경숙,Jarne Byhre,N,Forlaget Press,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788275475433,5167.0,3.98,9.99,Kindle
法国寻宝记,프랑스에서 보물찾기: 세계탐험 만화 역사상식,CHINA,Chinese(简体),김윤수,김윤수,齐芳,N,21世纪出版社,2013,KDC구분 > History,7539105002140,-1.0,-1.0,-1.0,N/A
印度寻宝记,인도에서 보물찾기: 세계탐험 만화 역사상식,CHINA,Chinese(简体),곰돌이 co.,곰돌이 co.,齐芳,N,21世纪出版社,2013,KDC구분 > History,7539105002140,-1.0,-1.0,-1.0,N/A
埃及寻宝记,이집트에서 보물찾기: 세계탐험 만화 역사상식,CHINA,Chinese(简体),곰돌이 co.,곰돌이 co.,齐芳,N,21世纪出版社,2013,KDC구분 > History,7539105002140,-1.0,-1.0,-1.0,N/A
伊拉克寻宝记,이라크에서 보물찾기: 세계탐험 만화 역사상식,CHINA,Chinese(简体),김윤수,김윤수,齐芳,N,21世纪出版社,2013,KDC구분 > History,7539105002140,-1.0,-1.0,-1.0,N/A
قِدِّيسٌ يُحَلقُ بَعيدًا,아득한 성자,OMAN,Arabic(اللغة العربية),تشو أو ـ هيون,조오현,أشرف أبو اليزيد,N,بيت الغشام للنشر والترجمة,2013,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,nan,-1.0,-1.0,-1.0,N/A
星の国,별나라,JAPAN,Japanese(日本語),朴世永,박세영,桑ヶ谷 森男,N,同時代社,2013,KDC구분 > literature > Periodical,9784886837394,0.0,0.0,-1.0,N/A
ホモセパラトス,호모 세파라투스,JAPAN,Japanese(日本語),李康白,이강백,秋山 順子,N,影書房,2013,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Play script,9784877144326,0.0,0.0,-1.0,N/A
金王朝「御用詩人」の告白,시를 품고 강을 넘다,JAPAN,Japanese(日本語),張真晟,장진성,川村亜子,N,文藝春秋,2013,KDC구분 > literature > Korean Literature > Reportage >  Misc.,9784163767109,0.0,0.0,-1.0,N/A
Hefte für ostasiatische Literatur (54. Goliath im Wasser),동아시아 문학지,GERMANY,German(Deutsch),KIM Ae-ran,김애란,David Renz,N,Iudicium,2013,KDC구분 > literature > Korean Literature > Reportage >  Misc.,9783862051687,-1.0,-1.0,-1.0,N/A
Modlitba za matku,엄마를 부탁해,nan,Czech(Český Jazyk),Kjung-suk Šin,신경숙,Edda Němcová,N,Knižní klub,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9788024240237,45473.0,3.91,13.99,Kindle
The Blue Silk,"푸른 실크, Iran Korea Cultural Studies International Quarterly",IRAN,Persian(فارسی),nan,푸네 네다이,nan,N,Amrood Publication,2013,KDC구분 > History,nan,-1.0,-1.0,-1.0,N/A
風之畫師,바람의 화원,nan,Chinese(简体),李正明,이정명,"薛舟,徐麗紅",N,漫遊者,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Historical >  Biographical >  Political >  Social,9789865956455,79.0,3.47,-1.0,N/A
奎章阁之恋,규장각 각신들의 나날,CHINA,Chinese(简体),廷银阙,정은궐,千太阳,N,广西师范大学,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,787549506422,-1.0,-1.0,-1.0,N/A
AZALEA (Journal of Korean Literature &amp; Culture),아젤리아,UNITED STATES,English(English),"신혜린,Kim Kyung-uk. Kim Jung-hyu","신혜린,김경욱,김중","Deborah Elizabeth Ann Smith,Caleb Young Woo Park,Esther Song,Se-Woong Koo,Kevin Alexander Fry,Cho Beckhee,Ally Hwang,Ben Van Wyke,Minsoo Kang,Chae-Pyong Song,Anne M. Rashid,Seunghee Jeon",Y,Korea Institute,2013,KDC구분 > literature > Periodical,9780988692800,0.0,0.0,-1.0,N/A
Résonance générale,cahiers pour la poétique,FRANCE,French(Français),nan,nan,KIM Hyun-ja,N,Atelier du grand tétras,2013,KDC구분 > literature > French literature,9782911648649,0.0,0.0,-1.0,N/A
奎章閣之戀 (上),규장각 각신들의 나날,nan,Chinese(简体),廷銀闕,정은궐,nan,N,蓋亞文化,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789863190714,-1.0,-1.0,-1.0,N/A
